Handle,Title,Variant SKU,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Cost per item,Included / United States,Category,Category handle,Sub-category,Sub-category handle,Collection,Metafield: game_stats.players [single_line_text_field],Metafield: game_stats.time [single_line_text_field],Metafield: game_stats.age [single_line_text_field],Metafield: game_stats.baby_cthulhus [number_integer],Metafield: game_stats.game_type [single_line_text_field],Metafield: game_stats.theme [single_line_text_field],Status,Game Line,Game Line Handle
shaggai-map-vf,Shaggai Map (VF),CW-VF-M11,"The Shaggai Map! Parts of the world are destroyed as you play, constricting the map and leading to intense conflict. French Edition.",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,2120,shopify,10,deny,manual,33.99,39.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-M11-O4.png,1,Shaggai Map (VF),FALSE,Shaggai Map (VF) | Petersen Games,"The Shaggai Map! Parts of the world are destroyed as you play, constricting the map and leading to intense conflict. French Edition.",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,2-5 players,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
shantak-blister-pack,Shantak Blister Pack,RPG-U1-N12,Shantak Blister PackShantak- A speedy scaled mount to carry your cultists and monsters across the continents.This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,90,shopify,10,deny,manual,7.99,7.99,TRUE,TRUE,793611930193,https://petersengames.com/wp-content/uploads/2019/11/Shantak_BlisterPack.png,1,Shantak Blister Pack,FALSE,Shantak Blister Pack | Petersen Games,Shantak Blister PackShantak- A speedy scaled mount to carry your cultists and monsters across the continents.This expansion enhances your gaming experience with...,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
shining-trapezohedron-o4,Shining Trapezohedron O4,CW-E15-O4,"The Ultimate bling pack for Cthulhu Wars! Contains plastic versions of- ritual marker, desecration markers, elder tokens, brood tokens (for Eihort), web tokens (for Atlach-Nacha), filth tokens (for Abhoth), a 1 minute timer, and plastic brain cylinders for ALL Factions!",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-accessories,subcategory-tokens-markers",TRUE,,,,,,,94,shopify,10,deny,manual,49.99,49.99,TRUE,TRUE,793611932371,https://petersengames.com/wp-content/uploads/2023/05/CW-E15-O4.png,1,Shining Trapezohedron O4,FALSE,Shining Trapezohedron O4 | Petersen Games,"The Ultimate bling pack for Cthulhu Wars! Contains plastic versions of- ritual marker, desecration markers, elder tokens, brood tokens (for Eihort), web token...",,,,TRUE,Bling & Accessories,category-accessories,Tokens & Markers,subcategory-tokens-markers,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
shoggoth-blister-pack,Shoggoth Blister Pack,RPG-CG-G2,"Shoggoth- The ultimate in blob-monsters, the amorphous shoggoth can instantly form any organ or combination thereof and is almost impossible to destroy.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,153,shopify,10,deny,manual,7.99,7.99,TRUE,TRUE,793611930209,https://petersengames.com/wp-content/uploads/2019/11/Shoggoth_BlisterPack.png,1,Shoggoth Blister Pack,FALSE,Shoggoth Blister Pack | Petersen Games,"Shoggoth- The ultimate in blob-monsters, the amorphous shoggoth can instantly form any organ or combination thereof and is almost impossible to destroy.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
shub-niggurath-blister-pack,Shub-Niggurath Blister Pack,RPG-CG-R4,Shub-Niggurath Blister PackShub-Niggurath- Iä! Shub-Niggurath! The Black Goat of the Woods With a Thousand Young!This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,170,shopify,10,deny,manual,8.99,19.99,TRUE,TRUE,793611930216,https://petersengames.com/wp-content/uploads/2019/11/Shub-Niggurath_BlisterPack.png,1,Shub-Niggurath Blister Pack,FALSE,Shub-Niggurath Blister Pack | Petersen Games,Shub-Niggurath Blister PackShub-Niggurath- Iä! Shub-Niggurath! The Black Goat of the Woods With a Thousand Young!This expansion enhances your gaming experience ...,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
sleeper-faction-expansion,Sleeper Faction Expansion,CW-F2,"Sleeper Faction ExpansionTsathoggua, the god of indolence! This Faction is filled with tricks and traps for your foes!This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,1280,shopify,10,deny,manual,49.99,59.99,TRUE,TRUE,680569977687,https://petersengames.com/wp-content/uploads/2019/03/CW-SLEEPER-box-1.jpg,1,Sleeper Faction Expansion,FALSE,Sleeper Faction Expansion | Petersen Games,"Sleeper Faction ExpansionTsathoggua, the god of indolence! This Faction is filled with tricks and traps for your foes!This expansion enhances your gaming experi...",,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
slime-mold-blister-pack,Slime Mold Blister Pack,RPG-M3-N8,"Slime Mold- From an alien world, this being – not animal, not plant, but Other – arrives to spread its filaments and spores abroad.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,120,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930223,https://petersengames.com/wp-content/uploads/2019/11/SlimeMold_BlisterPack.png,1,Slime Mold Blister Pack,FALSE,Slime Mold Blister Pack | Petersen Games,"Slime Mold- From an alien world, this being – not animal, not plant, but Other – arrives to spread its filaments and spores abroad.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
something-about-cats,Something About Cats,CW-U33,8 new minis for Cthulhu Wars! 2 Cats from Mercury; 2 Cats from Venus; 2 Cats from the Asteroid Belt; 1 Terror Cat from Neptune; 1 independent Elder God Hagarg Ryonis,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,460,shopify,10,deny,manual,33.99,39.99,TRUE,TRUE,793611931312,https://petersengames.com/wp-content/uploads/2019/03/cropped-petersen-games-Logo.png,1,Something About Cats,FALSE,Something About Cats | Petersen Games,8 new minis for Cthulhu Wars! 2 Cats from Mercury; 2 Cats from Venus; 2 Cats from the Asteroid Belt; 1 Terror Cat from Neptune; 1 independent Elder God Hagarg R...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
space-station-in-a-box-1,Space Station in a Box 1,STRP-TOY,"Just the modules in the core game, plus pink and black for the Luxury, Market, and civic modules, for a total of 37!",Petersen Games,Startropolis,"Startropolis, expansion,strategy,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,450,shopify,10,deny,manual,29.99,29.99,TRUE,TRUE,680569978318,https://petersengames.com/wp-content/uploads/2019/09/space-station-in-a-box.png,1,Space Station in a Box 1,FALSE,Space Station in a Box 1 | Petersen Games,"Just the modules in the core game, plus pink and black for the Luxury, Market, and civic modules, for a total of 37!",,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,8,n/a,Economic Modular Building,sci-fi,active,Startropolis,startropolis
space-station-in-a-box-2,Space Station in a Box 2,STRP-TOY2,"Space Station in a Box 2Just the 24 expansion modules, and nothing else!This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Startropolis,"Startropolis, expansion,strategy,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,410,shopify,10,deny,manual,29.99,29.99,TRUE,TRUE,680569978325,https://petersengames.com/wp-content/uploads/2019/09/space-station-in-a-box-2.png,1,Space Station in a Box 2,FALSE,Space Station in a Box 2 | Petersen Games,"Space Station in a Box 2Just the 24 expansion modules, and nothing else!This expansion enhances your gaming experience with new strategic options and high-quali...",,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,8,n/a,Economic Modular Building,sci-fi,active,Startropolis,startropolis
spawn-of-yog-sothoth-blister-pack,Spawn of Yog-Sothoth Blister Pack,RPG-F1-V3,Spawn of Yog-Sothoth- The time is nearly ripe. The cosmic cyst within the body of this human/Outer God hybrid will someday bring about the cosmic doom that its birth portended.,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,160,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611930230,https://petersengames.com/wp-content/uploads/2019/11/SpawnOfYog-Sothoth_BlisterPack.png,1,Spawn of Yog-Sothoth Blister Pack,FALSE,Spawn of Yog-Sothoth Blister Pack | Petersen Games,Spawn of Yog-Sothoth- The time is nearly ripe. The cosmic cyst within the body of this human/Outer God hybrid will someday bring about the cosmic doom that its ...,,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
special-orlanth,Special Orlanth,TGW-STORMKING,Special OrlanthTranslucent sculpt of the mighty storm god Orlanth This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,The Gods War,"The Gods War, asymmetric,strategy,tactical,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,230,shopify,10,deny,manual,19.99,24.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/05/Special-Orlanth-500.jpg,1,Special Orlanth,FALSE,Special Orlanth | Petersen Games,Special OrlanthTranslucent sculpt of the mighty storm god Orlanth This expansion enhances your gaming experience with new strategic options and high-quality com...,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Asymmetric Strategy,Mythology,active,The Gods War,the-gods-war
star-vampire-blister-pack,Star Vampire Blister Pack,RPG-F4-N2,"Star Vampire- Tittering as it floats down from the lightless reaches of space, the star vampire lusts for your bodily fluids.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,125,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611930247,https://petersengames.com/wp-content/uploads/2019/11/StarVampire_BlisterPack.png,1,Star Vampire Blister Pack,FALSE,Star Vampire Blister Pack | Petersen Games,"Star Vampire- Tittering as it floats down from the lightless reaches of space, the star vampire lusts for your bodily fluids.",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
starspawn-blister-pack,Starspawn Blister Pack,RPG-CG-G3,"Starspawn- Plunging from star to star, and now reaching earth, the starspawn is the same species as Great Cthulhu himself, and as such has the same abilities as Cthulhu, though to a slightly less degree.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,80,shopify,10,deny,manual,7.99,7.99,TRUE,TRUE,793611930254,https://petersengames.com/wp-content/uploads/2019/11/Starspawn_BlisterPack.png,1,Starspawn Blister Pack,FALSE,Starspawn Blister Pack | Petersen Games,"Starspawn- Plunging from star to star, and now reaching earth, the starspawn is the same species as Great Cthulhu himself, and as such has the same abilities as...",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
startropolis,Startropolis,STRP,"A 3D space station building game. This fast-paced, family friendly board game is at once competitive and cooperative! Players collectively build the space station, but by connecting module in ways that benefit themselves at the expense of others. Each turn players buy a module and connect it, thus earning them more revenue. Though easy to learn, the tactics are endless!",Petersen Games,Startropolis,"Startropolis, multiplayer,strategy,category-core-games,subcategory-board-games",TRUE,,,,,,,1560,shopify,10,deny,manual,49.99,49.99,TRUE,TRUE,680569978295,https://petersengames.com/wp-content/uploads/2019/09/startropolis_box.jpg,1,Startropolis,FALSE,Startropolis | Petersen Games,"A 3D space station building game. This fast-paced, family friendly board game is at once competitive and cooperative! Players collectively build the space stat...",,,,TRUE,Core Game,category-core-games,Board Games,subcategory-board-games,all,2-4 players,45 min,8,2,Economic Modular Building,sci-fi,active,Startropolis,startropolis
startropolis-2nd-edition,Startropolis (2nd Edition),STRP-2,"A 3D space station building game. This fast-paced, family friendly board game is at once competitive and cooperative! Players collectively build the space station, but by connecting module in ways that benefit themselves at the expense of others. Each turn players buy a module and connect it, thus earning them more revenue. Though easy to learn, the tactics are endless!",Petersen Games,Startropolis,"Startropolis, multiplayer,strategy,category-core-games,subcategory-board-games",TRUE,,,,,,,1560,shopify,10,deny,manual,59.99,59.99,TRUE,TRUE,793611931657,https://petersengames.com/wp-content/uploads/2022/05/STRP-2-3.jpg,1,Startropolis (2nd Edition),FALSE,Startropolis (2nd Edition) | Petersen Games,"A 3D space station building game. This fast-paced, family friendly board game is at once competitive and cooperative! Players collectively build the space stat...",,,,TRUE,Core Game,category-core-games,Board Games,subcategory-board-games,all,2-4 players,45 min,8,2,Economic Modular Building,sci-fi,active,Startropolis,startropolis
stheno-blister-pack,Stheno Blister Pack,RPG-PA-21,Stheno's gaze gradually fossilizes those who gaze upon her. Their awful fate is to see her grim visage forever emblazoned upon their retinas.,Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,97,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611930896,https://petersengames.com/wp-content/uploads/2020/12/Stheno.jpg,1,Stheno Blister Pack,FALSE,Stheno Blister Pack | Petersen Games,Stheno's gaze gradually fossilizes those who gaze upon her. Their awful fate is to see her grim visage forever emblazoned upon their retinas.,,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
stretch-goal-box-o3,Stretch Goal Box O3,CW-E20,Stretch Goal Box O3All the stretch goals from Onslaught 3This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,610,shopify,10,deny,manual,79.99,79.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Stretch-Goal-Box.jpg,1,Stretch Goal Box O3,FALSE,Stretch Goal Box O3 | Petersen Games,Stretch Goal Box O3All the stretch goals from Onslaught 3This expansion enhances your gaming experience with new strategic options and high-quality components....,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
stretch-goal-box-o3-vf,Stretch Goal Box (O3 VF),CW-VF-E20,Stretch Goal Box (O3 VF)All the stretch goals from Onslaught 3. French Edition.This expansion enhances your gaming experience with new strategic options and high-quality components.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,620,shopify,10,deny,manual,14.99,14.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-E20-CW-OS3-Stretch-Goal-Box.png,1,Stretch Goal Box (O3 VF),FALSE,Stretch Goal Box (O3 VF) | Petersen Games,Stretch Goal Box (O3 VF)All the stretch goals from Onslaught 3. French Edition.This expansion enhances your gaming experience with new strategic options and hig...,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
stroma-blister-pack,Stroma Blister Pack,RPG-PA-27,"Stroma, the personification of greed, never releases its victims until it has finished devouring them. Conveniently, her feasting plate is perfectly sized for you to place your hero's figure within.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,160,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611930940,https://petersengames.com/wp-content/uploads/2020/12/Stroma.jpg,1,Stroma Blister Pack,FALSE,Stroma Blister Pack | Petersen Games,"Stroma, the personification of greed, never releases its victims until it has finished devouring them. Conveniently, her feasting plate is perfectly sized for y...",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
tarasque-blister-pack,Tarasque Blister Pack,RPG-PA-20,"Tarasque Blister PackFamed in French lore, the fire-breathing spined Tarasque devastates the countryside. This expansion enhances your gaming experience with new strategic options and high-quality components.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,118,shopify,10,deny,manual,8.99,14.99,TRUE,TRUE,793611930889,https://petersengames.com/wp-content/uploads/2020/12/Tarasque.jpg,1,Tarasque Blister Pack,FALSE,Tarasque Blister Pack | Petersen Games,"Tarasque Blister PackFamed in French lore, the fire-breathing spined Tarasque devastates the countryside. This expansion enhances your gaming experience with ne...",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
tardigrade-blister-pack,Tardigrade Blister Pack,RPG-PA-38,"The indestructible hell tardigrade can only be stopped temporarily. Soon enough, it will rise from seeming death and return to its plodding, deadly advance.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,140,shopify,10,deny,manual,8.99,8.99,TRUE,TRUE,793611931022,https://petersengames.com/wp-content/uploads/2020/12/tardigrade.jpg,1,Tardigrade Blister Pack,FALSE,Tardigrade Blister Pack | Petersen Games,"The indestructible hell tardigrade can only be stopped temporarily. Soon enough, it will rise from seeming death and return to its plodding, deadly advance.",,,,TRUE,Miniatures (New Primary Category),,Planet Apocalypse Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Apocalyptic Horror,active,Miniature Blister Pack,miniature-blister-pack
tcho-tcho-acolyte-blister-pack,Tcho-Tcho Acolyte Blister Pack,RPG-F5-A,"Tcho-Tcho Acolyte- The tcho-tcho tribe worships the Great Old Ones in twisted rites. A Tcho-Tcho can be all-too-easily underestimated as a mere primitive, instead of feared as the magic adept and skilled killer that he really is.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,73,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930261,https://petersengames.com/wp-content/uploads/2019/11/Tcho-TchoAcolyte_BlisterPack.png,1,Tcho-Tcho Acolyte Blister Pack,FALSE,Tcho-Tcho Acolyte Blister Pack | Petersen Games,"Tcho-Tcho Acolyte- The tcho-tcho tribe worships the Great Old Ones in twisted rites. A Tcho-Tcho can be all-too-easily underestimated as a mere primitive, inste...",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
tcho-tcho-high-priest-blister-pack,Tcho-Tcho High Priest Blister Pack,RPG-F5-P2,"Tcho-Tcho High Priest- The worship focus of the Tcho-Tcho cult, the high priest leads their rituals to enslave the great old one, and bend that cosmic horror to the will of his tribe.",Petersen Games,Miniature Blister Pack,"Miniature Blister Pack, rpg,strategy",TRUE,,,,,,,83,shopify,10,deny,manual,5.99,5.99,TRUE,TRUE,793611930278,https://petersengames.com/wp-content/uploads/2019/11/Tcho-ThcoHighPriest_BlisterPack.png,1,Tcho-Tcho High Priest Blister Pack,FALSE,Tcho-Tcho High Priest Blister Pack | Petersen Games,"Tcho-Tcho High Priest- The worship focus of the Tcho-Tcho cult, the high priest leads their rituals to enslave the great old one, and bend that cosmic horror to...",,,,TRUE,Miniatures (New Primary Category),,Cthulhu Mythos Miniatures,,all,n/a,n/a,n/a,n/a,Miniature,Cosmic Horror,active,Miniature Blister Pack,miniature-blister-pack
tcho-tcho-tribes,Tcho-Tcho Tribes,CW-U39,Upgrade the Tcho-tcho Faction with the new Tribes Spellbooks (this makes previous editions of Tcho-tchos to become equivalent to the Onslaught 4 edition),Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,180,shopify,10,deny,manual,6.99,6.99,TRUE,TRUE,793611931381,https://petersengames.com/wp-content/uploads/2023/05/tcho-tcho-tribes-cw-u39.png,1,Tcho-Tcho Tribes,FALSE,Tcho-Tcho Tribes | Petersen Games,Upgrade the Tcho-tcho Faction with the new Tribes Spellbooks (this makes previous editions of Tcho-tchos to become equivalent to the Onslaught 4 edition),,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
the-ancients-faction-expansion,The Ancients Faction Expansion,CW-F6,The only Faction expansion with NO Great Old One! - the UNIQUE Ancients add more tricks and traps for your foes than almost any other Faction,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,940,shopify,10,deny,manual,49.99,59.99,TRUE,TRUE,680569978219,https://petersengames.com/wp-content/uploads/2019/03/Ancients-Box-Render.jpg,1,The Ancients Faction Expansion,FALSE,The Ancients Faction Expansion | Petersen Games,The only Faction expansion with NO Great Old One! - the UNIQUE Ancients add more tricks and traps for your foes than almost any other Faction,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
the-ancients-faction-vf,The Ancients Faction (VF),CW-VF-F6,The only Faction expansion with NO Great Old One! - the UNIQUE Ancients add more tricks and traps for your foes than almost any other Faction. French Edition.,Petersen Games,Cthulhu Wars,"Cthulhu Wars, asymmetric,strategy,cosmic-horror,lovecraftian,horror,expansion,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,870,shopify,10,deny,manual,49.99,59.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2020/04/CW-VF-F6-ancients-faction.jpg,1,The Ancients Faction (VF),FALSE,The Ancients Faction (VF) | Petersen Games,The only Faction expansion with NO Great Old One! - the UNIQUE Ancients add more tricks and traps for your foes than almost any other Faction. French Edition.,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Asymmetric Strategy,Cosmic Horror,active,Cthulhu Wars,cthulhu-wars
the-anquantum-pixelal-guide-to-lovecraftian-horrors,The Anquantum-pixelal Guide to Lovecraftian Horrors,BK-1,"What is the deep one skeletal structure? How does the byakhee hune organ allow them to travel through interstellar space? What organs and biological material makeup the mysterious and ancient flying polyps? These questions and more will be answered in Luis Merlo’s groundbreaking scientific study of the anpixely, biology, and ecology of more than two dozen Lovecraftian horrors!",Petersen Games,Book,"Book, cosmic-horror,lovecraftian,book,family,beginner-friendly,category-books,subcategory-lore-setting-guides",TRUE,,,,,,,690,shopify,10,deny,manual,29.99,39.99,TRUE,TRUE,793611931213,https://petersengames.com/wp-content/uploads/2021/02/Anquantum-pixelalGuide-product1050.png,1,The Anquantum-pixelal Guide to Lovecraftian Horrors,FALSE,The Anquantum-pixelal Guide to Lovecraftian Horrors | Petersen Games,What is the deep one skeletal structure? How does the byakhee hune organ allow them to travel through interstellar space? What organs and biological material ma...,,,,TRUE,Books & Literature,category-books,Lore & Setting Guides,subcategory-lore-setting-guides,cthulhu-wars,n/a,n/a,n/a,n/a,n/a,Cosmic Horror,active,Book,book
the-blood-ceremony,The Blood Ceremony,EHP-1,The First Expansion! This adds 4 new cult boards + 4 Crawling Chaos Avatar cards + 12 new Monsters + 10 new Investigators + 10 new Priests,Petersen Games,Evil High Priest,"Evil High Priest, cosmic-horror,lovecraftian,horror,expansion,strategy,category-expansions,subcategory-expansion-packs",TRUE,,,,,,,700,shopify,10,deny,manual,24.99,29.99,TRUE,TRUE,680569978141,https://petersengames.com/wp-content/uploads/2019/03/EHP-TBC-Box-Render.jpg,1,The Blood Ceremony,FALSE,The Blood Ceremony | Petersen Games,The First Expansion! This adds 4 new cult boards + 4 Crawling Chaos Avatar cards + 12 new Monsters + 10 new Investigators + 10 new Priests,,,,TRUE,Game Expansions,category-expansions,Expansion Packs,subcategory-expansion-packs,cthulhu-wars,n/a,n/a,n/a,n/a,Worker Placement,Cosmic Horror,active,Evil High Priest,evil-high-priest
the-buildings,The Buildings,TGW-4,Includes 73 plastic buildings to upgrade your building tiles! Players agree - this adds punch and gravitas to your games of The Gods War.,Petersen Games,The Gods War,"The Gods War, asymmetric,strategy,tactical,expansion,category-accessories,subcategory-deluxe-upgrade",TRUE,,,,,,,2500,shopify,10,deny,manual,74.99,79.99,TRUE,TRUE,N/A,https://petersengames.com/wp-content/uploads/2019/03/Buildings.jpg,1,The Buildings,FALSE,The Buildings | Petersen Games,Includes 73 plastic buildings to upgrade your building tiles! Players agree - this adds punch and gravitas to your games of The Gods War.,,,,TRUE,Bling & Accessories,category-accessories,Deluxe Upgrade,subcategory-deluxe-upgrade,expansions,n/a,n/a,n/a,n/a,Asymmetric Strategy,Mythology,active,The Gods War,the-gods-war
